task,duration,exitcode,len_stdout,len_stderr,ram
2,18.05638313293457,0,268,0,"[ 83.66796875  88.68359375 102.703125   102.90625    102.9453125
 103.1328125  103.140625   103.1484375  103.15625    103.17578125
 103.1796875  103.1875     103.1875     103.1875     103.20703125
 103.2109375  103.21875    103.21875    103.22265625 103.2265625
 103.2265625  103.2265625  103.23046875 103.23828125 103.24609375
 103.25390625 103.25390625 103.2578125  103.26171875 103.265625
 103.26953125 103.26953125 103.2734375  103.27734375  89.46875
  89.48046875]"
