task,duration,exitcode,len_stdout,len_stderr,ram
8,16.475383043289185,0,268,0,"[79.6640625  78.9609375  91.546875   91.765625   91.8046875  91.8828125
 91.890625   91.90234375 91.92578125 91.92578125 91.9296875  91.9296875
 91.93359375 91.9375     91.9375     91.94140625 91.9453125  91.94921875
 91.953125   91.953125   91.9609375  91.96875    91.96875    91.9765625
 91.984375   91.9921875  91.9921875  91.99609375 92.         92.01171875
 92.015625   78.2890625  78.30078125]"
