task,duration,exitcode,len_stdout,len_stderr,ram
9,15.716705799102783,0,268,0,"[72.5234375  77.5234375  91.51953125 91.7421875  91.9921875  91.9921875
 92.015625   92.03125    92.03515625 92.03515625 92.03515625 92.03515625
 92.03515625 92.03515625 92.03515625 92.03515625 92.03515625 92.03515625
 92.0390625  92.0390625  92.0390625  92.0390625  92.0390625  92.0703125
 92.0703125  92.0703125  92.0703125  92.07421875 92.078125   78.29296875
 78.3046875 ]"
