task,duration,exitcode,len_stdout,len_stderr,ram
4,11.882422924041748,0,268,0,"[ 83.90625     88.88671875 102.81640625 103.08203125 103.1171875
 103.234375   103.29296875 103.3046875  103.3125     103.31640625
 103.31640625 103.33984375 103.3671875  103.375      103.375
 103.37890625 103.38671875 103.40234375 103.40625    103.41015625
 103.4140625  103.41796875  89.70703125  89.72265625]"
