task,duration,exitcode,len_stdout,len_stderr,ram
7,16.17982006072998,0,268,0,"[ 84.1328125   89.125      103.23046875 103.42578125 103.609375
 103.6328125  103.640625   103.015625   102.98046875 102.9921875
 103.01171875 103.01171875 103.01171875 103.01171875 103.01171875
 103.015625   103.01953125 103.01953125 103.02734375 103.03125
 102.8828125  102.8828125   89.3828125   89.390625    89.39453125
  89.3984375   89.40625     89.4140625   89.41796875  89.421875
  75.61328125  75.625     ]"
