task,duration,exitcode,len_stdout,len_stderr,ram
6,11.955207824707031,0,268,0,"[ 84.10546875  89.0859375  103.29296875 103.5        103.36328125
 103.515625   103.56640625 103.5859375  103.6328125  103.6328125
 103.64453125 103.65234375 103.65625    103.6640625  103.6640625
 103.67578125 103.67578125 103.6875     103.69140625 103.69140625
 103.69140625 103.703125    89.9765625   89.99609375]"
