task,duration,exitcode,len_stdout,len_stderr,ram
3,18.45545196533203,0,268,0,"[ 83.84765625  88.8125     102.79296875 103.0234375  103.2890625
 103.3125     103.33984375 103.35546875 103.3671875  103.40234375
 103.40234375 103.43359375 103.4375     103.4375     103.44140625
 103.44140625 103.4453125  103.44921875 103.453125   103.45703125
 103.640625   103.640625   103.640625   103.64453125 103.6484375
 103.65234375 103.66015625 103.6640625  103.6640625  103.6796875
 103.6796875  103.6796875  103.6796875  103.6796875  103.68359375
  89.86328125  89.875     ]"
