task,duration,exitcode,len_stdout,len_stderr,ram
1,12.497761011123657,0,268,0,"[ 82.9296875   87.8203125  101.8671875  102.0703125  102.09765625
 102.234375   102.23828125 102.2421875  102.24609375 102.265625
 102.2734375  102.30078125 102.30078125 102.3046875  102.3046875
 102.3046875  102.3046875  102.3046875  102.30859375 102.30859375
 102.30859375 102.30859375 102.3125      88.62890625  88.640625  ]"
